Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,,,win team,lose team,Wloc
Wed Jan 4 2017,10:30 PM,Memphis Grizzlies,106,Los Angeles Clippers,115,Box Score,,19060,,,-9,,Los Angeles Clippers,Memphis Grizzlies,H
Wed Jan 4 2017,7:30 PM,Milwaukee Bucks,105,New York Knicks,104,Box Score,,19812,,,1,,Milwaukee Bucks,New York Knicks,V
Wed Jan 4 2017,7:00 PM,Atlanta Hawks,111,Orlando Magic,92,Box Score,,18846,,,19,,Atlanta Hawks,Orlando Magic,V
Wed Jan 4 2017,10:30 PM,Miami Heat,107,Sacramento Kings,102,Box Score,,17608,,,5,,Miami Heat,Sacramento Kings,V
Thu Jan 5 2017,8:30 PM,Phoenix Suns,102,Dallas Mavericks,95,Box Score,,19570,,,7,,Phoenix Suns,Dallas Mavericks,V
Thu Jan 5 2017,9:00 PM,San Antonio Spurs,127,Denver Nuggets,99,Box Score,,14391,,,28,,San Antonio Spurs,Denver Nuggets,V
Thu Jan 5 2017,7:30 PM,Charlotte Hornets,114,Detroit Pistons,115,Box Score,,13723,,,-1,,Detroit Pistons,Charlotte Hornets,H
Thu Jan 5 2017,8:00 PM,Oklahoma City Thunder,116,Houston Rockets,118,Box Score,,18055,,,-2,,Houston Rockets,Oklahoma City Thunder,H
Thu Jan 5 2017,7:00 PM,Brooklyn Nets,109,Indiana Pacers,121,Box Score,,16421,,,-12,,Indiana Pacers,Brooklyn Nets,H
Thu Jan 5 2017,8:00 PM,Atlanta Hawks,99,New Orleans Pelicans,94,Box Score,,15003,,,5,,Atlanta Hawks,New Orleans Pelicans,V
Thu Jan 5 2017,10:30 PM,Los Angeles Lakers,109,Portland Trail Blazers,118,Box Score,,19403,,,-9,,Portland Trail Blazers,Los Angeles Lakers,H
Thu Jan 5 2017,7:30 PM,Utah Jazz,93,Toronto Raptors,101,Box Score,,19800,,,-8,,Toronto Raptors,Utah Jazz,H
Fri Jan 6 2017,7:30 PM,Philadelphia 76ers,106,Boston Celtics,110,Box Score,,18624,,,-4,,Boston Celtics,Philadelphia 76ers,H
Fri Jan 6 2017,7:30 PM,Cleveland Cavaliers,116,Brooklyn Nets,108,Box Score,,17732,,,8,,Cleveland Cavaliers,Brooklyn Nets,V
Fri Jan 6 2017,10:30 PM,Memphis Grizzlies,128,Golden State Warriors,119,Box Score,OT,19596,,,9,,Memphis Grizzlies,Golden State Warriors,V
Fri Jan 6 2017,10:30 PM,Miami Heat,100,Los Angeles Lakers,127,Box Score,,18997,,,-27,,Los Angeles Lakers,Miami Heat,H
Fri Jan 6 2017,8:00 PM,New York Knicks,116,Milwaukee Bucks,111,Box Score,,18717,,,5,,New York Knicks,Milwaukee Bucks,V
Fri Jan 6 2017,7:00 PM,Houston Rockets,100,Orlando Magic,93,Box Score,,19272,,,7,,Houston Rockets,Orlando Magic,V
Fri Jan 6 2017,10:30 PM,Los Angeles Clippers,106,Sacramento Kings,98,Box Score,,17608,,,8,,Los Angeles Clippers,Sacramento Kings,V
Fri Jan 6 2017,7:00 PM,Minnesota Timberwolves,105,Washington Wizards,112,Box Score,,18686,,,-7,,Washington Wizards,Minnesota Timberwolves,H
Sat Jan 7 2017,7:30 PM,New Orleans Pelicans,108,Boston Celtics,117,Box Score,,18624,,,-9,,Boston Celtics,New Orleans Pelicans,H
Sat Jan 7 2017,8:00 PM,Toronto Raptors,118,Chicago Bulls,123,Box Score,OT,21195,,,-5,,Chicago Bulls,Toronto Raptors,H
Sat Jan 7 2017,8:30 PM,Atlanta Hawks,97,Dallas Mavericks,82,Box Score,,19655,,,15,,Atlanta Hawks,Dallas Mavericks,V
Sat Jan 7 2017,7:00 PM,New York Knicks,109,Indiana Pacers,123,Box Score,,17367,,,-14,,Indiana Pacers,New York Knicks,H
Sat Jan 7 2017,8:00 PM,Utah Jazz,94,Minnesota Timberwolves,92,Box Score,,13945,,,2,,Utah Jazz,Minnesota Timberwolves,V
Sat Jan 7 2017,8:00 PM,Denver Nuggets,106,Oklahoma City Thunder,121,Box Score,,18203,,,-15,,Oklahoma City Thunder,Denver Nuggets,H
Sat Jan 7 2017,8:30 PM,Charlotte Hornets,85,San Antonio Spurs,102,Box Score,,18418,,,-17,,San Antonio Spurs,Charlotte Hornets,H
Sun Jan 8 2017,12:00 PM,Philadelphia 76ers,105,Brooklyn Nets,95,Box Score,,16123,,,10,,Philadelphia 76ers,Brooklyn Nets,V
Sun Jan 8 2017,3:30 PM,Miami Heat,86,Los Angeles Clippers,98,Box Score,,19060,,,-12,,Los Angeles Clippers,Miami Heat,H
Sun Jan 8 2017,9:30 PM,Orlando Magic,95,Los Angeles Lakers,111,Box Score,,18997,,,-16,,Los Angeles Lakers,Orlando Magic,H
Sun Jan 8 2017,8:00 PM,Utah Jazz,79,Memphis Grizzlies,88,Box Score,,16112,,,-9,,Memphis Grizzlies,Utah Jazz,H
Sun Jan 8 2017,2:00 PM,Washington Wizards,107,Milwaukee Bucks,101,Box Score,,15311,,,6,,Washington Wizards,Milwaukee Bucks,V
Sun Jan 8 2017,8:30 PM,Cleveland Cavaliers,120,Phoenix Suns,116,Box Score,,18055,,,4,,Cleveland Cavaliers,Phoenix Suns,V
Sun Jan 8 2017,9:00 PM,Detroit Pistons,125,Portland Trail Blazers,124,Box Score,2OT,13506,,,1,,Detroit Pistons,Portland Trail Blazers,V
Sun Jan 8 2017,9:00 PM,Golden State Warriors,117,Sacramento Kings,106,Box Score,,17608,,,11,,Golden State Warriors,Sacramento Kings,V
Sun Jan 8 2017,6:00 PM,Houston Rockets,129,Toronto Raptors,122,Box Score,,19800,,,7,,Houston Rockets,Toronto Raptors,V
Mon Jan 9 2017,8:00 PM,Oklahoma City Thunder,109,Chicago Bulls,94,Box Score,,21923,,,15,,Oklahoma City Thunder,Chicago Bulls,V
Mon Jan 9 2017,8:00 PM,Dallas Mavericks,92,Minnesota Timberwolves,101,Box Score,,9625,,,-9,,Minnesota Timberwolves,Dallas Mavericks,H
Mon Jan 9 2017,7:30 PM,New Orleans Pelicans,110,New York Knicks,96,Box Score,,19812,,,14,,New Orleans Pelicans,New York Knicks,V
Tue Jan 10 2017,7:30 PM,Atlanta Hawks,117,Brooklyn Nets,97,Box Score,,13279,,,20,,Atlanta Hawks,Brooklyn Nets,V
Tue Jan 10 2017,10:30 PM,Miami Heat,95,Golden State Warriors,107,Box Score,,19596,,,-12,,Golden State Warriors,Miami Heat,H
Tue Jan 10 2017,8:00 PM,Charlotte Hornets,114,Houston Rockets,121,Box Score,,16196,,,-7,,Houston Rockets,Charlotte Hornets,H
Tue Jan 10 2017,10:30 PM,Portland Trail Blazers,108,Los Angeles Lakers,87,Box Score,,18483,,,21,,Portland Trail Blazers,Los Angeles Lakers,V
Tue Jan 10 2017,10:30 PM,Detroit Pistons,94,Sacramento Kings,100,Box Score,,17608,,,-6,,Sacramento Kings,Detroit Pistons,H
Tue Jan 10 2017,8:30 PM,Milwaukee Bucks,109,San Antonio Spurs,107,Box Score,,18418,,,2,,Milwaukee Bucks,San Antonio Spurs,V
Tue Jan 10 2017,7:30 PM,Boston Celtics,106,Toronto Raptors,114,Box Score,,19800,,,-8,,Toronto Raptors,Boston Celtics,H
Tue Jan 10 2017,9:00 PM,Cleveland Cavaliers,92,Utah Jazz,100,Box Score,,19911,,,-8,,Utah Jazz,Cleveland Cavaliers,H
Tue Jan 10 2017,7:00 PM,Chicago Bulls,99,Washington Wizards,101,Box Score,,14361,,,-2,,Washington Wizards,Chicago Bulls,H
Wed Jan 11 2017,8:00 PM,Washington Wizards,108,Boston Celtics,117,Box Score,,18624,,,-9,,Boston Celtics,Washington Wizards,H
Wed Jan 11 2017,10:30 PM,Orlando Magic,96,Los Angeles Clippers,105,Box Score,,19060,,,-9,,Los Angeles Clippers,Orlando Magic,H
Wed Jan 11 2017,8:00 PM,Houston Rockets,105,Minnesota Timberwolves,119,Box Score,,13858,,,-14,,Minnesota Timberwolves,Houston Rockets,H
Wed Jan 11 2017,8:00 PM,Memphis Grizzlies,95,Oklahoma City Thunder,103,Box Score,,18203,,,-8,,Oklahoma City Thunder,Memphis Grizzlies,H
Wed Jan 11 2017,7:00 PM,New York Knicks,97,Philadelphia 76ers,98,Box Score,,18755,,,-1,,Philadelphia 76ers,New York Knicks,H
Wed Jan 11 2017,10:30 PM,Cleveland Cavaliers,86,Portland Trail Blazers,102,Box Score,,19393,,,-16,,Portland Trail Blazers,Cleveland Cavaliers,H
Thu Jan 12 2017,7:30 PM,New Orleans Pelicans,104,Brooklyn Nets,95,Box Score,,14352,,,9,,New Orleans Pelicans,Brooklyn Nets,V
Thu Jan 12 2017,3:00 PM,Indiana Pacers,112,Denver Nuggets,140,Box Score,,18689,at London England,,-28,,Denver Nuggets,Indiana Pacers,H
Thu Jan 12 2017,10:30 PM,Detroit Pistons,107,Golden State Warriors,127,Box Score,,19596,,,-20,,Golden State Warriors,Detroit Pistons,H
Thu Jan 12 2017,8:00 PM,Chicago Bulls,89,New York Knicks,104,Box Score,,19812,,,-15,,New York Knicks,Chicago Bulls,H
Thu Jan 12 2017,10:00 PM,Dallas Mavericks,113,Phoenix Suns,108,Box Score,,19874,at Mexico City Mexico,,5,,Dallas Mavericks,Phoenix Suns,V
Thu Jan 12 2017,8:30 PM,Los Angeles Lakers,94,San Antonio Spurs,134,Box Score,,18418,,,-40,,San Antonio Spurs,Los Angeles Lakers,H
Fri Jan 13 2017,8:00 PM,Boston Celtics,103,Atlanta Hawks,101,Box Score,,18216,,,2,,Boston Celtics,Atlanta Hawks,V
Fri Jan 13 2017,8:00 PM,Memphis Grizzlies,110,Houston Rockets,105,Box Score,,18055,,,5,,Memphis Grizzlies,Houston Rockets,V
Fri Jan 13 2017,8:00 PM,Miami Heat,108,Milwaukee Bucks,116,Box Score,,17483,,,-8,,Milwaukee Bucks,Miami Heat,H
Fri Jan 13 2017,8:00 PM,Oklahoma City Thunder,86,Minnesota Timberwolves,96,Box Score,,16644,,,-10,,Minnesota Timberwolves,Oklahoma City Thunder,H
Fri Jan 13 2017,7:00 PM,Charlotte Hornets,93,Philadelphia 76ers,102,Box Score,,18215,,,-9,,Philadelphia 76ers,Charlotte Hornets,H
Fri Jan 13 2017,10:00 PM,Orlando Magic,115,Portland Trail Blazers,109,Box Score,,19344,,,6,,Orlando Magic,Portland Trail Blazers,V
Fri Jan 13 2017,10:30 PM,Cleveland Cavaliers,120,Sacramento Kings,108,Box Score,,17608,,,12,,Cleveland Cavaliers,Sacramento Kings,V
Fri Jan 13 2017,7:30 PM,Brooklyn Nets,113,Toronto Raptors,132,Box Score,,19800,,,-19,,Toronto Raptors,Brooklyn Nets,H
Fri Jan 13 2017,10:30 PM,Detroit Pistons,77,Utah Jazz,110,Box Score,,19911,,,-33,,Utah Jazz,Detroit Pistons,H
Sat Jan 14 2017,5:00 PM,New Orleans Pelicans,99,Chicago Bulls,107,Box Score,,21916,,,-8,,Chicago Bulls,New Orleans Pelicans,H
Sat Jan 14 2017,3:30 PM,Los Angeles Lakers,97,Los Angeles Clippers,113,Box Score,,19060,,,-16,,Los Angeles Clippers,Los Angeles Lakers,H
Sat Jan 14 2017,6:00 PM,San Antonio Spurs,105,Phoenix Suns,108,Box Score,,20532,at Mexico City Mexico,,-3,,Phoenix Suns,San Antonio Spurs,H
Sat Jan 14 2017,9:00 PM,Orlando Magic,107,Utah Jazz,114,Box Score,,19911,,,-7,,Utah Jazz,Orlando Magic,H
Sat Jan 14 2017,8:00 PM,Philadelphia 76ers,93,Washington Wizards,109,Box Score,,17880,,,-16,,Washington Wizards,Philadelphia 76ers,H
Sun Jan 15 2017,3:00 PM,Milwaukee Bucks,98,Atlanta Hawks,111,Box Score,,14231,,,-13,,Atlanta Hawks,Milwaukee Bucks,H
Sun Jan 15 2017,6:00 PM,Houston Rockets,137,Brooklyn Nets,112,Box Score,,17732,,,25,,Houston Rockets,Brooklyn Nets,V
Sun Jan 15 2017,2:00 PM,Minnesota Timberwolves,87,Dallas Mavericks,98,Box Score,,19655,,,-11,,Dallas Mavericks,Minnesota Timberwolves,H
Sun Jan 15 2017,9:30 PM,Detroit Pistons,102,Los Angeles Lakers,97,Box Score,,18997,,,5,,Detroit Pistons,Los Angeles Lakers,V
Sun Jan 15 2017,9:00 PM,Chicago Bulls,108,Memphis Grizzlies,104,Box Score,,18119,,,4,,Chicago Bulls,Memphis Grizzlies,V
Sun Jan 15 2017,9:00 PM,Oklahoma City Thunder,122,Sacramento Kings,118,Box Score,,17608,,,4,,Oklahoma City Thunder,Sacramento Kings,V
Sun Jan 15 2017,3:00 PM,New York Knicks,101,Toronto Raptors,116,Box Score,,19800,,,-15,,Toronto Raptors,New York Knicks,H
Mon Jan 16 2017,7:30 PM,Charlotte Hornets,98,Boston Celtics,108,Box Score,,18624,,,-10,,Boston Celtics,Charlotte Hornets,H
Mon Jan 16 2017,5:00 PM,Orlando Magic,112,Denver Nuggets,125,Box Score,,11217,,,-13,,Denver Nuggets,Orlando Magic,H
Mon Jan 16 2017,8:00 PM,Cleveland Cavaliers,91,Golden State Warriors,126,Box Score,,19596,,,-35,,Golden State Warriors,Cleveland Cavaliers,H
Mon Jan 16 2017,4:00 PM,New Orleans Pelicans,95,Indiana Pacers,98,Box Score,,15525,,,-3,,Indiana Pacers,New Orleans Pelicans,H
Mon Jan 16 2017,10:30 PM,Oklahoma City Thunder,98,Los Angeles Clippers,120,Box Score,,19060,,,-22,,Los Angeles Clippers,Oklahoma City Thunder,H
Mon Jan 16 2017,3:30 PM,Philadelphia 76ers,113,Milwaukee Bucks,104,Box Score,,13261,,,9,,Philadelphia 76ers,Milwaukee Bucks,V
Mon Jan 16 2017,1:00 PM,Atlanta Hawks,108,New York Knicks,107,Box Score,,19812,,,1,,Atlanta Hawks,New York Knicks,V
Mon Jan 16 2017,9:00 PM,Utah Jazz,106,Phoenix Suns,101,Box Score,,16767,,,5,,Utah Jazz,Phoenix Suns,V
Mon Jan 16 2017,2:00 PM,Portland Trail Blazers,101,Washington Wizards,120,Box Score,,17395,,,-19,,Washington Wizards,Portland Trail Blazers,H
Tue Jan 17 2017,7:30 PM,Toronto Raptors,119,Brooklyn Nets,109,Box Score,,12874,,,10,,Toronto Raptors,Brooklyn Nets,V
Tue Jan 17 2017,8:00 PM,Dallas Mavericks,99,Chicago Bulls,98,Box Score,,21294,,,1,,Dallas Mavericks,Chicago Bulls,V
Tue Jan 17 2017,10:30 PM,Denver Nuggets,127,Los Angeles Lakers,121,Box Score,,18412,,,6,,Denver Nuggets,Los Angeles Lakers,V
Tue Jan 17 2017,7:30 PM,Houston Rockets,103,Miami Heat,109,Box Score,,19600,,,-6,,Miami Heat,Houston Rockets,H
Tue Jan 17 2017,8:30 PM,Minnesota Timberwolves,114,San Antonio Spurs,122,Box Score,,18418,,,-8,,San Antonio Spurs,Minnesota Timberwolves,H
Wed Jan 18 2017,7:30 PM,New York Knicks,117,Boston Celtics,106,Box Score,,18624,,,11,,New York Knicks,Boston Celtics,V
Wed Jan 18 2017,7:00 PM,Portland Trail Blazers,85,Charlotte Hornets,107,Box Score,,15451,,,-22,,Charlotte Hornets,Portland Trail Blazers,H
Wed Jan 18 2017,8:00 PM,Atlanta Hawks,95,Detroit Pistons,118,Box Score,,15159,,,-23,,Detroit Pistons,Atlanta Hawks,H
Wed Jan 18 2017,10:30 PM,Oklahoma City Thunder,100,Golden State Warriors,121,Box Score,,19596,,,-21,,Golden State Warriors,Oklahoma City Thunder,H
Wed Jan 18 2017,8:00 PM,Milwaukee Bucks,92,Houston Rockets,111,Box Score,,15782,,,-19,,Houston Rockets,Milwaukee Bucks,H
Wed Jan 18 2017,8:00 PM,Orlando Magic,98,New Orleans Pelicans,118,Box Score,,15818,,,-20,,New Orleans Pelicans,Orlando Magic,H
Wed Jan 18 2017,7:00 PM,Toronto Raptors,89,Philadelphia 76ers,94,Box Score,,17223,,,-5,,Philadelphia 76ers,Toronto Raptors,H
Wed Jan 18 2017,10:30 PM,Indiana Pacers,106,Sacramento Kings,100,Box Score,,17608,,,6,,Indiana Pacers,Sacramento Kings,V
Wed Jan 18 2017,7:00 PM,Memphis Grizzlies,101,Washington Wizards,104,Box Score,,15079,,,-3,,Washington Wizards,Memphis Grizzlies,H
Thu Jan 19 2017,7:00 PM,Phoenix Suns,103,Cleveland Cavaliers,118,Box Score,,20562,,,-15,,Cleveland Cavaliers,Phoenix Suns,H
Thu Jan 19 2017,10:30 PM,Minnesota Timberwolves,104,Los Angeles Clippers,101,Box Score,,19060,,,3,,Minnesota Timberwolves,Los Angeles Clippers,V
Thu Jan 19 2017,7:30 PM,Dallas Mavericks,95,Miami Heat,99,Box Score,,19600,,,-4,,Miami Heat,Dallas Mavericks,H
Thu Jan 19 2017,8:00 PM,Washington Wizards,113,New York Knicks,110,Box Score,,19812,,,3,,Washington Wizards,New York Knicks,V
Thu Jan 19 2017,8:30 PM,Denver Nuggets,104,San Antonio Spurs,118,Box Score,,18418,,,-14,,San Antonio Spurs,Denver Nuggets,H
Fri Jan 20 2017,8:00 PM,Chicago Bulls,93,Atlanta Hawks,102,Box Score,,16328,,,-9,,Atlanta Hawks,Chicago Bulls,H
Fri Jan 20 2017,7:00 PM,Toronto Raptors,78,Charlotte Hornets,113,Box Score,,18378,,,-35,,Charlotte Hornets,Toronto Raptors,H
Fri Jan 20 2017,8:30 PM,Utah Jazz,112,Dallas Mavericks,107,Box Score,OT,19421,,,5,,Utah Jazz,Dallas Mavericks,V
Fri Jan 20 2017,8:00 PM,Golden State Warriors,125,Houston Rockets,108,Box Score,,18055,,,17,,Golden State Warriors,Houston Rockets,V
Fri Jan 20 2017,10:30 PM,Indiana Pacers,95,Los Angeles Lakers,108,Box Score,,18997,,,-13,,Los Angeles Lakers,Indiana Pacers,H
Fri Jan 20 2017,8:00 PM,Sacramento Kings,91,Memphis Grizzlies,107,Box Score,,16991,,,-16,,Memphis Grizzlies,Sacramento Kings,H
Fri Jan 20 2017,8:00 PM,Brooklyn Nets,143,New Orleans Pelicans,114,Box Score,,17004,,,29,,Brooklyn Nets,New Orleans Pelicans,V
Fri Jan 20 2017,7:00 PM,Milwaukee Bucks,96,Orlando Magic,112,Box Score,,19307,,,-16,,Orlando Magic,Milwaukee Bucks,H
Fri Jan 20 2017,7:00 PM,Portland Trail Blazers,92,Philadelphia 76ers,93,Box Score,,19476,,,-1,,Philadelphia 76ers,Portland Trail Blazers,H
Sat Jan 21 2017,7:00 PM,Philadelphia 76ers,93,Atlanta Hawks,110,Box Score,,15116,,,-17,,Atlanta Hawks,Philadelphia 76ers,H
Sat Jan 21 2017,5:00 PM,Portland Trail Blazers,127,Boston Celtics,123,Box Score,OT,18624,,,4,,Portland Trail Blazers,Boston Celtics,V
Sat Jan 21 2017,9:00 PM,Sacramento Kings,99,Chicago Bulls,102,Box Score,,21606,,,-3,,Chicago Bulls,Sacramento Kings,H
Sat Jan 21 2017,7:00 PM,Brooklyn Nets,105,Charlotte Hornets,112,Box Score,,18583,,,-7,,Charlotte Hornets,Brooklyn Nets,H
Sat Jan 21 2017,8:30 PM,San Antonio Spurs,118,Cleveland Cavaliers,115,Box Score,OT,20562,,,3,,San Antonio Spurs,Cleveland Cavaliers,V
Sat Jan 21 2017,9:00 PM,Los Angeles Clippers,98,Denver Nuggets,123,Box Score,,16056,,,-25,,Denver Nuggets,Los Angeles Clippers,H
Sat Jan 21 2017,6:00 PM,Washington Wizards,112,Detroit Pistons,113,Box Score,,18231,,,-1,,Detroit Pistons,Washington Wizards,H
Sat Jan 21 2017,8:00 PM,Houston Rockets,119,Memphis Grizzlies,95,Box Score,,18119,,,24,,Houston Rockets,Memphis Grizzlies,V
Sat Jan 21 2017,7:30 PM,Milwaukee Bucks,97,Miami Heat,109,Box Score,,19600,,,-12,,Miami Heat,Milwaukee Bucks,H
Sat Jan 21 2017,7:30 PM,Phoenix Suns,107,New York Knicks,105,Box Score,,19812,,,2,,Phoenix Suns,New York Knicks,V
Sat Jan 21 2017,9:00 PM,Indiana Pacers,100,Utah Jazz,109,Box Score,,19911,,,-9,,Utah Jazz,Indiana Pacers,H
Sun Jan 22 2017,3:30 PM,Los Angeles Lakers,73,Dallas Mavericks,122,Box Score,,19484,,,-49,,Dallas Mavericks,Los Angeles Lakers,H
Sun Jan 22 2017,7:00 PM,Denver Nuggets,108,Minnesota Timberwolves,111,Box Score,,12788,,,-3,,Minnesota Timberwolves,Denver Nuggets,H
Sun Jan 22 2017,12:00 PM,Golden State Warriors,118,Orlando Magic,98,Box Score,,18846,,,20,,Golden State Warriors,Orlando Magic,V
Sun Jan 22 2017,6:00 PM,Phoenix Suns,115,Toronto Raptors,103,Box Score,,19800,,,12,,Phoenix Suns,Toronto Raptors,V
Mon Jan 23 2017,7:30 PM,Los Angeles Clippers,115,Atlanta Hawks,105,Box Score,,12853,,,10,,Los Angeles Clippers,Atlanta Hawks,V
Mon Jan 23 2017,7:30 PM,San Antonio Spurs,112,Brooklyn Nets,86,Box Score,,16643,,,26,,San Antonio Spurs,Brooklyn Nets,V
Mon Jan 23 2017,7:00 PM,Washington Wizards,109,Charlotte Hornets,99,Box Score,,15285,,,10,,Washington Wizards,Charlotte Hornets,V
Mon Jan 23 2017,7:30 PM,Sacramento Kings,109,Detroit Pistons,104,Box Score,,14017,,,5,,Sacramento Kings,Detroit Pistons,V
Mon Jan 23 2017,8:00 PM,New York Knicks,109,Indiana Pacers,103,Box Score,,16015,,,6,,New York Knicks,Indiana Pacers,V
Mon Jan 23 2017,7:30 PM,Golden State Warriors,102,Miami Heat,105,Box Score,,19600,,,-3,,Miami Heat,Golden State Warriors,H
Mon Jan 23 2017,8:00 PM,Houston Rockets,114,Milwaukee Bucks,127,Box Score,,14016,,,-13,,Milwaukee Bucks,Houston Rockets,H
Mon Jan 23 2017,8:00 PM,Cleveland Cavaliers,122,New Orleans Pelicans,124,Box Score,,17758,,,-2,,New Orleans Pelicans,Cleveland Cavaliers,H
Mon Jan 23 2017,9:00 PM,Oklahoma City Thunder,97,Utah Jazz,95,Box Score,,19911,,,2,,Oklahoma City Thunder,Utah Jazz,V
Tue Jan 24 2017,9:00 PM,Utah Jazz,93,Denver Nuggets,103,Box Score,,10867,,,-10,,Denver Nuggets,Utah Jazz,H
Tue Jan 24 2017,7:00 PM,Chicago Bulls,100,Orlando Magic,92,Box Score,,18846,,,8,,Chicago Bulls,Orlando Magic,V
Tue Jan 24 2017,7:00 PM,Los Angeles Clippers,110,Philadelphia 76ers,121,Box Score,,17591,,,-11,,Philadelphia 76ers,Los Angeles Clippers,H
Tue Jan 24 2017,9:00 PM,Minnesota Timberwolves,112,Phoenix Suns,111,Box Score,,17241,,,1,,Minnesota Timberwolves,Phoenix Suns,V
Tue Jan 24 2017,7:00 PM,San Antonio Spurs,108,Toronto Raptors,106,Box Score,,19800,,,2,,San Antonio Spurs,Toronto Raptors,V
Tue Jan 24 2017,7:00 PM,Boston Celtics,108,Washington Wizards,123,Box Score,,16387,,,-15,,Washington Wizards,Boston Celtics,H
Wed Jan 25 2017,7:30 PM,Houston Rockets,109,Boston Celtics,120,Box Score,,18624,,,-11,,Boston Celtics,Houston Rockets,H
Wed Jan 25 2017,7:30 PM,Miami Heat,109,Brooklyn Nets,106,Box Score,,14929,,,3,,Miami Heat,Brooklyn Nets,V
Wed Jan 25 2017,8:00 PM,Atlanta Hawks,119,Chicago Bulls,114,Box Score,,21445,,,5,,Atlanta Hawks,Chicago Bulls,V
Wed Jan 25 2017,8:00 PM,Golden State Warriors,113,Charlotte Hornets,103,Box Score,,19639,,,10,,Golden State Warriors,Charlotte Hornets,V
Wed Jan 25 2017,7:00 PM,Sacramento Kings,116,Cleveland Cavaliers,112,Box Score,OT,20562,,,4,,Sacramento Kings,Cleveland Cavaliers,V
Wed Jan 25 2017,8:30 PM,New York Knicks,95,Dallas Mavericks,103,Box Score,,19750,,,-8,,Dallas Mavericks,New York Knicks,H
Wed Jan 25 2017,8:00 PM,Toronto Raptors,99,Memphis Grizzlies,101,Box Score,,15904,,,-2,,Memphis Grizzlies,Toronto Raptors,H
Wed Jan 25 2017,8:00 PM,Philadelphia 76ers,114,Milwaukee Bucks,109,Box Score,,13663,,,5,,Philadelphia 76ers,Milwaukee Bucks,V
Wed Jan 25 2017,8:00 PM,Oklahoma City Thunder,114,New Orleans Pelicans,105,Box Score,,15277,,,9,,Oklahoma City Thunder,New Orleans Pelicans,V
Wed Jan 25 2017,10:30 PM,Los Angeles Lakers,98,Portland Trail Blazers,105,Box Score,,19393,,,-7,,Portland Trail Blazers,Los Angeles Lakers,H
Thu Jan 26 2017,9:00 PM,Phoenix Suns,120,Denver Nuggets,127,Box Score,,12231,,,-7,,Denver Nuggets,Phoenix Suns,H
Thu Jan 26 2017,8:00 PM,Indiana Pacers,109,Minnesota Timberwolves,103,Box Score,,14862,,,6,,Indiana Pacers,Minnesota Timberwolves,V
Thu Jan 26 2017,8:00 PM,Dallas Mavericks,98,Oklahoma City Thunder,109,Box Score,,18203,,,-11,,Oklahoma City Thunder,Dallas Mavericks,H
Thu Jan 26 2017,10:30 PM,Los Angeles Lakers,88,Utah Jazz,96,Box Score,,19911,,,-8,,Utah Jazz,Los Angeles Lakers,H
Fri Jan 27 2017,8:00 PM,Washington Wizards,112,Atlanta Hawks,86,Box Score,,16968,,,26,,Washington Wizards,Atlanta Hawks,V
Fri Jan 27 2017,7:30 PM,Orlando Magic,98,Boston Celtics,128,Box Score,,18624,,,-30,,Boston Celtics,Orlando Magic,H
Fri Jan 27 2017,8:00 PM,Miami Heat,100,Chicago Bulls,88,Box Score,,22082,,,12,,Miami Heat,Chicago Bulls,V
Fri Jan 27 2017,7:30 PM,Brooklyn Nets,116,Cleveland Cavaliers,124,Box Score,,20562,,,-8,,Cleveland Cavaliers,Brooklyn Nets,H
Fri Jan 27 2017,7:00 PM,Sacramento Kings,111,Indiana Pacers,115,Box Score,OT,17522,,,-4,,Indiana Pacers,Sacramento Kings,H
Fri Jan 27 2017,8:00 PM,San Antonio Spurs,103,New Orleans Pelicans,119,Box Score,,17757,,,-16,,New Orleans Pelicans,San Antonio Spurs,H
Fri Jan 27 2017,7:30 PM,Charlotte Hornets,107,New York Knicks,110,Box Score,,19812,,,-3,,New York Knicks,Charlotte Hornets,H
Fri Jan 27 2017,8:00 PM,Houston Rockets,123,Philadelphia 76ers,118,Box Score,,20588,,,5,,Houston Rockets,Philadelphia 76ers,V
Fri Jan 27 2017,10:00 PM,Memphis Grizzlies,109,Portland Trail Blazers,112,Box Score,,19558,,,-3,,Portland Trail Blazers,Memphis Grizzlies,H
Fri Jan 27 2017,7:30 PM,Milwaukee Bucks,86,Toronto Raptors,102,Box Score,,19800,,,-16,,Toronto Raptors,Milwaukee Bucks,H
Sat Jan 28 2017,7:00 PM,Sacramento Kings,109,Charlotte Hornets,106,Box Score,,18597,,,3,,Sacramento Kings,Charlotte Hornets,V
Sat Jan 28 2017,8:30 PM,Los Angeles Clippers,98,Golden State Warriors,144,Box Score,,19596,,,-46,,Golden State Warriors,Los Angeles Clippers,H
Sat Jan 28 2017,7:30 PM,Detroit Pistons,103,Miami Heat,116,Box Score,,19600,,,-13,,Miami Heat,Detroit Pistons,H
Sat Jan 28 2017,8:00 PM,Boston Celtics,112,Milwaukee Bucks,108,Box Score,OT,18717,,,4,,Boston Celtics,Milwaukee Bucks,V
Sat Jan 28 2017,9:00 PM,Brooklyn Nets,109,Minnesota Timberwolves,129,Box Score,,14798,,,-20,,Minnesota Timberwolves,Brooklyn Nets,H
Sat Jan 28 2017,9:00 PM,Denver Nuggets,123,Phoenix Suns,112,Box Score,,18055,,,11,,Denver Nuggets,Phoenix Suns,V
