Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,Vteam,Hteam
Mon Mar 5 2018,8:30 PM,Memphis Grizzlies,98,San Antonio Spurs,100,Box Score,,18418,,,Memphis Grizzlies,San Antonio Spurs
Mon Mar 5 2018,9:00 PM,Orlando Magic,80,Utah Jazz,94,Box Score,,18306,,,Orlando Magic,Utah Jazz
Tue Mar 6 2018,7:00 PM,Philadelphia 76ers,128,Charlotte Hornets,114,Box Score,,15600,,,Philadelphia 76ers,Charlotte Hornets
Tue Mar 6 2018,8:30 PM,Denver Nuggets,107,Dallas Mavericks,118,Box Score,,19504,,,Denver Nuggets,Dallas Mavericks
Tue Mar 6 2018,10:30 PM,Brooklyn Nets,101,Golden State Warriors,114,Box Score,,19596,,,Brooklyn Nets,Golden State Warriors
Tue Mar 6 2018,10:30 PM,New Orleans Pelicans,121,Los Angeles Clippers,116,Box Score,,16412,,,New Orleans Pelicans,Los Angeles Clippers
Tue Mar 6 2018,8:00 PM,Houston Rockets,122,Oklahoma City Thunder,112,Box Score,,18203,,,Houston Rockets,Oklahoma City Thunder
Tue Mar 6 2018,10:00 PM,New York Knicks,87,Portland Trail Blazers,111,Box Score,,19393,,,New York Knicks,Portland Trail Blazers
Tue Mar 6 2018,7:00 PM,Atlanta Hawks,90,Toronto Raptors,106,Box Score,,19800,,,Atlanta Hawks,Toronto Raptors
Tue Mar 6 2018,7:00 PM,Miami Heat,113,Washington Wizards,117,Box Score,OT,16582,,,Miami Heat,Washington Wizards
Wed Mar 7 2018,8:00 PM,Memphis Grizzlies,110,Chicago Bulls,119,Box Score,,20210,,,Memphis Grizzlies,Chicago Bulls
Wed Mar 7 2018,10:30 PM,Cleveland Cavaliers,113,Denver Nuggets,108,Box Score,,20062,,,Cleveland Cavaliers,Denver Nuggets
Wed Mar 7 2018,8:00 PM,Toronto Raptors,121,Detroit Pistons,119,Box Score,OT,17769,,,Toronto Raptors,Detroit Pistons
Wed Mar 7 2018,7:00 PM,Utah Jazz,104,Indiana Pacers,84,Box Score,,16432,,,Utah Jazz,Indiana Pacers
Wed Mar 7 2018,10:30 PM,Orlando Magic,107,Los Angeles Lakers,108,Box Score,,18997,,,Orlando Magic,Los Angeles Lakers
Wed Mar 7 2018,8:00 PM,Houston Rockets,110,Milwaukee Bucks,99,Box Score,,17195,,,Houston Rockets,Milwaukee Bucks
Wed Mar 7 2018,10:00 PM,New Orleans Pelicans,114,Sacramento Kings,101,Box Score,,17583,,,New Orleans Pelicans,Sacramento Kings
Thu Mar 8 2018,7:00 PM,Brooklyn Nets,125,Charlotte Hornets,111,Box Score,,14173,,,Brooklyn Nets,Charlotte Hornets
Thu Mar 8 2018,10:30 PM,San Antonio Spurs,107,Golden State Warriors,110,Box Score,,19596,,,San Antonio Spurs,Golden State Warriors
Thu Mar 8 2018,7:30 PM,Philadelphia 76ers,99,Miami Heat,108,Box Score,,19600,,,Philadelphia 76ers,Miami Heat
Thu Mar 8 2018,8:00 PM,Boston Celtics,117,Minnesota Timberwolves,109,Box Score,,18978,,,Boston Celtics,Minnesota Timberwolves
Thu Mar 8 2018,8:00 PM,Phoenix Suns,87,Oklahoma City Thunder,115,Box Score,,18203,,,Phoenix Suns,Oklahoma City Thunder
Fri Mar 9 2018,9:00 PM,Los Angeles Lakers,116,Denver Nuggets,125,Box Score,,19807,,,Los Angeles Lakers,Denver Nuggets
Fri Mar 9 2018,7:00 PM,Chicago Bulls,83,Detroit Pistons,99,Box Score,,17406,,,Chicago Bulls,Detroit Pistons
Fri Mar 9 2018,7:00 PM,Atlanta Hawks,87,Indiana Pacers,112,Box Score,,17923,,,Atlanta Hawks,Indiana Pacers
Fri Mar 9 2018,10:30 PM,Cleveland Cavaliers,102,Los Angeles Clippers,116,Box Score,,19130,,,Cleveland Cavaliers,Los Angeles Clippers
Fri Mar 9 2018,8:00 PM,Utah Jazz,95,Memphis Grizzlies,78,Box Score,,15622,,,Utah Jazz,Memphis Grizzlies
Fri Mar 9 2018,8:00 PM,New York Knicks,112,Milwaukee Bucks,120,Box Score,,18717,,,New York Knicks,Milwaukee Bucks
Fri Mar 9 2018,8:00 PM,Washington Wizards,116,New Orleans Pelicans,97,Box Score,,18143,,,Washington Wizards,New Orleans Pelicans
Fri Mar 9 2018,10:00 PM,Golden State Warriors,108,Portland Trail Blazers,125,Box Score,,19487,,,Golden State Warriors,Portland Trail Blazers
Fri Mar 9 2018,10:00 PM,Orlando Magic,88,Sacramento Kings,94,Box Score,,17583,,,Orlando Magic,Sacramento Kings
Fri Mar 9 2018,7:30 PM,Houston Rockets,105,Toronto Raptors,108,Box Score,,20131,,,Houston Rockets,Toronto Raptors
Sat Mar 10 2018,5:00 PM,Phoenix Suns,115,Charlotte Hornets,122,Box Score,,19336,,,Phoenix Suns,Charlotte Hornets
Sat Mar 10 2018,8:30 PM,Memphis Grizzlies,80,Dallas Mavericks,114,Box Score,,19579,,,Memphis Grizzlies,Dallas Mavericks
Sat Mar 10 2018,10:30 PM,Orlando Magic,105,Los Angeles Clippers,113,Box Score,,16561,,,Orlando Magic,Los Angeles Clippers
Sat Mar 10 2018,7:30 PM,Washington Wizards,102,Miami Heat,129,Box Score,,19689,,,Washington Wizards,Miami Heat
Sat Mar 10 2018,8:30 PM,San Antonio Spurs,94,Oklahoma City Thunder,104,Box Score,,18203,,,San Antonio Spurs,Oklahoma City Thunder
Sun Mar 11 2018,3:30 PM,Chicago Bulls,129,Atlanta Hawks,122,Box Score,,15266,,,Chicago Bulls,Atlanta Hawks
Sun Mar 11 2018,7:30 PM,Indiana Pacers,99,Boston Celtics,97,Box Score,,18624,,,Indiana Pacers,Boston Celtics
Sun Mar 11 2018,7:30 PM,Philadelphia 76ers,120,Brooklyn Nets,97,Box Score,,16901,,,Philadelphia 76ers,Brooklyn Nets
Sun Mar 11 2018,7:00 PM,Houston Rockets,105,Dallas Mavericks,82,Box Score,,20394,,,Houston Rockets,Dallas Mavericks
Sun Mar 11 2018,5:00 PM,Sacramento Kings,104,Denver Nuggets,130,Box Score,,19520,,,Sacramento Kings,Denver Nuggets
Sun Mar 11 2018,9:00 PM,Cleveland Cavaliers,113,Los Angeles Lakers,127,Box Score,,18997,,,Cleveland Cavaliers,Los Angeles Lakers
Sun Mar 11 2018,3:30 PM,Golden State Warriors,103,Minnesota Timberwolves,109,Box Score,,18978,,,Golden State Warriors,Minnesota Timberwolves
Sun Mar 11 2018,4:00 PM,Utah Jazz,116,New Orleans Pelicans,99,Box Score,,18062,,,Utah Jazz,New Orleans Pelicans
Sun Mar 11 2018,1:00 PM,Toronto Raptors,132,New York Knicks,106,Box Score,,19812,,,Toronto Raptors,New York Knicks
Mon Mar 12 2018,8:00 PM,San Antonio Spurs,93,Houston Rockets,109,Box Score,,18092,,,San Antonio Spurs,Houston Rockets
Mon Mar 12 2018,8:00 PM,Milwaukee Bucks,121,Memphis Grizzlies,103,Box Score,,14112,,,Milwaukee Bucks,Memphis Grizzlies
Mon Mar 12 2018,8:00 PM,Sacramento Kings,101,Oklahoma City Thunder,106,Box Score,,18203,,,Sacramento Kings,Oklahoma City Thunder
Mon Mar 12 2018,10:30 PM,Miami Heat,99,Portland Trail Blazers,115,Box Score,,19786,,,Miami Heat,Portland Trail Blazers
Tue Mar 13 2018,7:30 PM,Oklahoma City Thunder,119,Atlanta Hawks,107,Box Score,,16739,,,Oklahoma City Thunder,Atlanta Hawks
Tue Mar 13 2018,7:30 PM,Toronto Raptors,116,Brooklyn Nets,102,Box Score,,16654,,,Toronto Raptors,Brooklyn Nets
Tue Mar 13 2018,8:00 PM,Los Angeles Clippers,112,Chicago Bulls,106,Box Score,,20912,,,Los Angeles Clippers,Chicago Bulls
Tue Mar 13 2018,10:30 PM,Denver Nuggets,103,Los Angeles Lakers,112,Box Score,,18997,,,Denver Nuggets,Los Angeles Lakers
Tue Mar 13 2018,8:00 PM,Charlotte Hornets,115,New Orleans Pelicans,119,Box Score,,15507,,,Charlotte Hornets,New Orleans Pelicans
Tue Mar 13 2018,7:30 PM,Dallas Mavericks,110,New York Knicks,97,Box Score,,18597,,,Dallas Mavericks,New York Knicks
Tue Mar 13 2018,7:00 PM,Indiana Pacers,101,Philadelphia 76ers,98,Box Score,,20531,,,Indiana Pacers,Philadelphia 76ers
Tue Mar 13 2018,10:00 PM,Cleveland Cavaliers,129,Phoenix Suns,107,Box Score,,18055,,,Cleveland Cavaliers,Phoenix Suns
Tue Mar 13 2018,8:30 PM,Orlando Magic,72,San Antonio Spurs,108,Box Score,,18418,,,Orlando Magic,San Antonio Spurs
Tue Mar 13 2018,9:00 PM,Detroit Pistons,79,Utah Jazz,110,Box Score,,18306,,,Detroit Pistons,Utah Jazz
Tue Mar 13 2018,7:00 PM,Minnesota Timberwolves,116,Washington Wizards,111,Box Score,,17078,,,Minnesota Timberwolves,Washington Wizards
Wed Mar 14 2018,8:00 PM,Washington Wizards,125,Boston Celtics,124,Box Score,2OT,18624,,,Washington Wizards,Boston Celtics
Wed Mar 14 2018,10:30 PM,Los Angeles Lakers,106,Golden State Warriors,117,Box Score,,19596,,,Los Angeles Lakers,Golden State Warriors
Wed Mar 14 2018,7:00 PM,Milwaukee Bucks,117,Orlando Magic,126,Box Score,,17713,,,Milwaukee Bucks,Orlando Magic
Wed Mar 14 2018,10:00 PM,Miami Heat,119,Sacramento Kings,123,Box Score,OT,17583,,,Miami Heat,Sacramento Kings
Thu Mar 15 2018,7:30 PM,Charlotte Hornets,129,Atlanta Hawks,117,Box Score,,14486,,,Charlotte Hornets,Atlanta Hawks
Thu Mar 15 2018,9:00 PM,Detroit Pistons,113,Denver Nuggets,120,Box Score,,18697,,,Detroit Pistons,Denver Nuggets
Thu Mar 15 2018,8:00 PM,Los Angeles Clippers,96,Houston Rockets,101,Box Score,,18055,,,Los Angeles Clippers,Houston Rockets
Thu Mar 15 2018,7:00 PM,Toronto Raptors,106,Indiana Pacers,99,Box Score,,17923,,,Toronto Raptors,Indiana Pacers
Thu Mar 15 2018,8:00 PM,Chicago Bulls,111,Memphis Grizzlies,110,Box Score,,16511,,,Chicago Bulls,Memphis Grizzlies
Thu Mar 15 2018,7:30 PM,Philadelphia 76ers,118,New York Knicks,110,Box Score,,18894,,,Philadelphia 76ers,New York Knicks
Thu Mar 15 2018,10:00 PM,Cleveland Cavaliers,105,Portland Trail Blazers,113,Box Score,,19806,,,Cleveland Cavaliers,Portland Trail Blazers
Thu Mar 15 2018,8:30 PM,New Orleans Pelicans,93,San Antonio Spurs,98,Box Score,,18418,,,New Orleans Pelicans,San Antonio Spurs
Thu Mar 15 2018,9:00 PM,Phoenix Suns,88,Utah Jazz,116,Box Score,,18306,,,Phoenix Suns,Utah Jazz
Fri Mar 16 2018,10:30 PM,Sacramento Kings,98,Golden State Warriors,93,Box Score,,19596,,,Sacramento Kings,Golden State Warriors
Fri Mar 16 2018,10:30 PM,Miami Heat,92,Los Angeles Lakers,91,Box Score,,18997,,,Miami Heat,Los Angeles Lakers
Fri Mar 16 2018,8:00 PM,Los Angeles Clippers,113,Oklahoma City Thunder,121,Box Score,,18203,,,Los Angeles Clippers,Oklahoma City Thunder
Fri Mar 16 2018,7:00 PM,Boston Celtics,92,Orlando Magic,83,Box Score,,18981,,,Boston Celtics,Orlando Magic
Fri Mar 16 2018,7:00 PM,Brooklyn Nets,116,Philadelphia 76ers,120,Box Score,,20666,,,Brooklyn Nets,Philadelphia 76ers
Fri Mar 16 2018,7:30 PM,Dallas Mavericks,115,Toronto Raptors,122,Box Score,OT,19800,,,Dallas Mavericks,Toronto Raptors
Sat Mar 17 2018,7:30 PM,Dallas Mavericks,106,Brooklyn Nets,114,Box Score,,13877,,,Dallas Mavericks,Brooklyn Nets
Sat Mar 17 2018,8:00 PM,Cleveland Cavaliers,114,Chicago Bulls,109,Box Score,,22983,,,Cleveland Cavaliers,Chicago Bulls
Sat Mar 17 2018,8:00 PM,Denver Nuggets,94,Memphis Grizzlies,101,Box Score,,16501,,,Denver Nuggets,Memphis Grizzlies
Sat Mar 17 2018,6:00 PM,Atlanta Hawks,117,Milwaukee Bucks,122,Box Score,,18717,,,Atlanta Hawks,Milwaukee Bucks
Sat Mar 17 2018,7:00 PM,Houston Rockets,107,New Orleans Pelicans,101,Box Score,,18495,,,Houston Rockets,New Orleans Pelicans
Sat Mar 17 2018,7:30 PM,Charlotte Hornets,101,New York Knicks,124,Box Score,,17760,,,Charlotte Hornets,New York Knicks
Sat Mar 17 2018,10:00 PM,Golden State Warriors,124,Phoenix Suns,109,Box Score,,18055,,,Golden State Warriors,Phoenix Suns
Sat Mar 17 2018,10:00 PM,Detroit Pistons,87,Portland Trail Blazers,100,Box Score,,19727,,,Detroit Pistons,Portland Trail Blazers
Sat Mar 17 2018,8:30 PM,Minnesota Timberwolves,101,San Antonio Spurs,117,Box Score,,18418,,,Minnesota Timberwolves,San Antonio Spurs
Sat Mar 17 2018,9:00 PM,Sacramento Kings,97,Utah Jazz,103,Box Score,,18306,,,Sacramento Kings,Utah Jazz
Sat Mar 17 2018,7:00 PM,Indiana Pacers,102,Washington Wizards,109,Box Score,,18249,,,Indiana Pacers,Washington Wizards
Sun Mar 18 2018,10:30 PM,Portland Trail Blazers,122,Los Angeles Clippers,109,Box Score,,17776,,,Portland Trail Blazers,Los Angeles Clippers
Sun Mar 18 2018,7:00 PM,Houston Rockets,129,Minnesota Timberwolves,120,Box Score,,18978,,,Houston Rockets,Minnesota Timberwolves
Sun Mar 18 2018,6:00 PM,Boston Celtics,89,New Orleans Pelicans,108,Box Score,,18277,,,Boston Celtics,New Orleans Pelicans
Sun Mar 18 2018,1:00 PM,Oklahoma City Thunder,132,Toronto Raptors,125,Box Score,,19800,,,Oklahoma City Thunder,Toronto Raptors
Mon Mar 19 2018,7:30 PM,Memphis Grizzlies,115,Brooklyn Nets,118,Box Score,,12856,,,Memphis Grizzlies,Brooklyn Nets
Mon Mar 19 2018,7:00 PM,Milwaukee Bucks,117,Cleveland Cavaliers,124,Box Score,,20562,,,Milwaukee Bucks,Cleveland Cavaliers
Mon Mar 19 2018,7:00 PM,Los Angeles Lakers,100,Indiana Pacers,110,Box Score,,16603,,,Los Angeles Lakers,Indiana Pacers
Mon Mar 19 2018,7:30 PM,Denver Nuggets,141,Miami Heat,149,Box Score,2OT,19600,,,Denver Nuggets,Miami Heat
Mon Mar 19 2018,7:30 PM,Chicago Bulls,92,New York Knicks,110,Box Score,,18835,,,Chicago Bulls,New York Knicks
Mon Mar 19 2018,7:00 PM,Charlotte Hornets,94,Philadelphia 76ers,108,Box Score,,20530,,,Charlotte Hornets,Philadelphia 76ers
Mon Mar 19 2018,10:00 PM,Detroit Pistons,106,Sacramento Kings,90,Box Score,,17583,,,Detroit Pistons,Sacramento Kings
Mon Mar 19 2018,9:30 PM,Golden State Warriors,75,San Antonio Spurs,89,Box Score,,18418,,,Golden State Warriors,San Antonio Spurs
Tue Mar 20 2018,8:00 PM,Oklahoma City Thunder,99,Boston Celtics,100,Box Score,,18624,,,Oklahoma City Thunder,Boston Celtics
Tue Mar 20 2018,8:00 PM,Los Angeles Clippers,109,Minnesota Timberwolves,123,Box Score,,16351,,,Los Angeles Clippers,Minnesota Timberwolves
Tue Mar 20 2018,8:00 PM,Dallas Mavericks,105,New Orleans Pelicans,115,Box Score,,14484,,,Dallas Mavericks,New Orleans Pelicans
Tue Mar 20 2018,7:00 PM,Toronto Raptors,93,Orlando Magic,86,Box Score,,16228,,,Toronto Raptors,Orlando Magic
Tue Mar 20 2018,10:00 PM,Detroit Pistons,115,Phoenix Suns,88,Box Score,,17400,,,Detroit Pistons,Phoenix Suns
Tue Mar 20 2018,10:30 PM,Houston Rockets,115,Portland Trail Blazers,111,Box Score,,20012,,,Houston Rockets,Portland Trail Blazers
Tue Mar 20 2018,9:00 PM,Atlanta Hawks,99,Utah Jazz,94,Box Score,,18306,,,Atlanta Hawks,Utah Jazz
Wed Mar 21 2018,7:30 PM,Charlotte Hornets,111,Brooklyn Nets,105,Box Score,,10231,,,Charlotte Hornets,Brooklyn Nets
Wed Mar 21 2018,8:00 PM,Denver Nuggets,135,Chicago Bulls,102,Box Score,,20671,,,Denver Nuggets,Chicago Bulls
Wed Mar 21 2018,7:00 PM,Toronto Raptors,129,Cleveland Cavaliers,132,Box Score,,20562,,,Toronto Raptors,Cleveland Cavaliers
Wed Mar 21 2018,7:30 PM,New York Knicks,98,Miami Heat,119,Box Score,,19600,,,New York Knicks,Miami Heat
Wed Mar 21 2018,8:00 PM,Los Angeles Clippers,127,Milwaukee Bucks,120,Box Score,,17916,,,Los Angeles Clippers,Milwaukee Bucks
Wed Mar 21 2018,8:00 PM,Indiana Pacers,92,New Orleans Pelicans,96,Box Score,,14148,,,Indiana Pacers,New Orleans Pelicans
Wed Mar 21 2018,7:00 PM,Memphis Grizzlies,105,Philadelphia 76ers,119,Box Score,,10411,,,Memphis Grizzlies,Philadelphia 76ers
Wed Mar 21 2018,9:30 PM,Washington Wizards,90,San Antonio Spurs,98,Box Score,,18418,,,Washington Wizards,San Antonio Spurs
Thu Mar 22 2018,7:00 PM,Memphis Grizzlies,79,Charlotte Hornets,140,Box Score,,15033,,,Memphis Grizzlies,Charlotte Hornets
Thu Mar 22 2018,8:30 PM,Utah Jazz,119,Dallas Mavericks,112,Box Score,,19725,,,Utah Jazz,Dallas Mavericks
Thu Mar 22 2018,8:00 PM,Detroit Pistons,96,Houston Rockets,100,Box Score,OT,18055,,,Detroit Pistons,Houston Rockets
Thu Mar 22 2018,8:00 PM,Los Angeles Lakers,125,New Orleans Pelicans,128,Box Score,,18037,,,Los Angeles Lakers,New Orleans Pelicans
Thu Mar 22 2018,7:00 PM,Philadelphia 76ers,118,Orlando Magic,98,Box Score,,17881,,,Philadelphia 76ers,Orlando Magic
Thu Mar 22 2018,10:00 PM,Atlanta Hawks,90,Sacramento Kings,105,Box Score,,,,,Atlanta Hawks,Sacramento Kings
Fri Mar 23 2018,8:00 PM,Milwaukee Bucks,118,Chicago Bulls,105,Box Score,,21698,,,Milwaukee Bucks,Chicago Bulls
Fri Mar 23 2018,7:30 PM,Phoenix Suns,95,Cleveland Cavaliers,120,Box Score,,20562,,,Phoenix Suns,Cleveland Cavaliers
Fri Mar 23 2018,10:30 PM,Atlanta Hawks,94,Golden State Warriors,106,Box Score,,19596,,,Atlanta Hawks,Golden State Warriors
Fri Mar 23 2018,7:00 PM,Los Angeles Clippers,104,Indiana Pacers,109,Box Score,,17923,,,Los Angeles Clippers,Indiana Pacers
Fri Mar 23 2018,7:30 PM,Minnesota Timberwolves,108,New York Knicks,104,Box Score,,18914,,,Minnesota Timberwolves,New York Knicks
Fri Mar 23 2018,8:00 PM,Miami Heat,99,Oklahoma City Thunder,105,Box Score,,18203,,,Miami Heat,Oklahoma City Thunder
Fri Mar 23 2018,10:00 PM,Boston Celtics,105,Portland Trail Blazers,100,Box Score,,19575,,,Boston Celtics,Portland Trail Blazers
Fri Mar 23 2018,8:30 PM,Utah Jazz,120,San Antonio Spurs,124,Box Score,OT,18418,,,Utah Jazz,San Antonio Spurs
Fri Mar 23 2018,7:30 PM,Brooklyn Nets,112,Toronto Raptors,116,Box Score,,19800,,,Brooklyn Nets,Toronto Raptors
Fri Mar 23 2018,7:00 PM,Denver Nuggets,108,Washington Wizards,100,Box Score,,19016,,,Denver Nuggets,Washington Wizards
Sat Mar 24 2018,8:30 PM,Charlotte Hornets,,Dallas Mavericks,,,,,,,Charlotte Hornets,Dallas Mavericks
Sat Mar 24 2018,7:00 PM,Chicago Bulls,,Detroit Pistons,,,,,,,Chicago Bulls,Detroit Pistons
Sat Mar 24 2018,8:00 PM,New Orleans Pelicans,,Houston Rockets,,,,,,,New Orleans Pelicans,Houston Rockets
Sat Mar 24 2018,8:00 PM,Los Angeles Lakers,,Memphis Grizzlies,,,,,,,Los Angeles Lakers,Memphis Grizzlies
Sat Mar 24 2018,7:00 PM,Phoenix Suns,,Orlando Magic,,,,,,,Phoenix Suns,Orlando Magic
Sat Mar 24 2018,6:00 PM,Minnesota Timberwolves,,Philadelphia 76ers,,,,,,,Minnesota Timberwolves,Philadelphia 76ers
Sun Mar 25 2018,1:00 PM,Cleveland Cavaliers,,Brooklyn Nets,,,,,,,Cleveland Cavaliers,Brooklyn Nets
Sun Mar 25 2018,8:30 PM,Utah Jazz,,Golden State Warriors,,,,,,,Utah Jazz,Golden State Warriors
Sun Mar 25 2018,8:00 PM,Atlanta Hawks,,Houston Rockets,,,,,,,Atlanta Hawks,Houston Rockets
Sun Mar 25 2018,5:00 PM,Miami Heat,,Indiana Pacers,,,,,,,Miami Heat,Indiana Pacers
Sun Mar 25 2018,3:30 PM,San Antonio Spurs,,Milwaukee Bucks,,,,,,,San Antonio Spurs,Milwaukee Bucks
Sun Mar 25 2018,7:00 PM,Portland Trail Blazers,,Oklahoma City Thunder,,,,,,,Portland Trail Blazers,Oklahoma City Thunder
Sun Mar 25 2018,6:00 PM,Boston Celtics,,Sacramento Kings,,,,,,,Boston Celtics,Sacramento Kings
Sun Mar 25 2018,6:00 PM,Los Angeles Clippers,,Toronto Raptors,,,,,,,Los Angeles Clippers,Toronto Raptors
Sun Mar 25 2018,6:00 PM,New York Knicks,,Washington Wizards,,,,,,,New York Knicks,Washington Wizards
Mon Mar 26 2018,7:00 PM,New York Knicks,,Charlotte Hornets,,,,,,,New York Knicks,Charlotte Hornets
Mon Mar 26 2018,7:00 PM,Los Angeles Lakers,,Detroit Pistons,,,,,,,Los Angeles Lakers,Detroit Pistons
Mon Mar 26 2018,8:00 PM,Memphis Grizzlies,,Minnesota Timberwolves,,,,,,,Memphis Grizzlies,Minnesota Timberwolves
Mon Mar 26 2018,7:00 PM,Denver Nuggets,,Philadelphia 76ers,,,,,,,Denver Nuggets,Philadelphia 76ers
Mon Mar 26 2018,10:00 PM,Boston Celtics,,Phoenix Suns,,,,,,,Boston Celtics,Phoenix Suns
Tue Mar 27 2018,10:30 PM,Indiana Pacers,,Golden State Warriors,,,,,,,Indiana Pacers,Golden State Warriors
Tue Mar 27 2018,8:00 PM,Chicago Bulls,,Houston Rockets,,,,,,,Chicago Bulls,Houston Rockets
Tue Mar 27 2018,10:30 PM,Milwaukee Bucks,,Los Angeles Clippers,,,,,,,Milwaukee Bucks,Los Angeles Clippers
Tue Mar 27 2018,8:00 PM,Cleveland Cavaliers,,Miami Heat,,,,,,,Cleveland Cavaliers,Miami Heat
Tue Mar 27 2018,8:00 PM,Portland Trail Blazers,,New Orleans Pelicans,,,,,,,Portland Trail Blazers,New Orleans Pelicans
Tue Mar 27 2018,10:00 PM,Dallas Mavericks,,Sacramento Kings,,,,,,,Dallas Mavericks,Sacramento Kings
Tue Mar 27 2018,7:30 PM,Denver Nuggets,,Toronto Raptors,,,,,,,Denver Nuggets,Toronto Raptors
Tue Mar 27 2018,7:00 PM,San Antonio Spurs,,Washington Wizards,,,,,,,San Antonio Spurs,Washington Wizards
Wed Mar 28 2018,7:00 PM,Cleveland Cavaliers,,Charlotte Hornets,,,,,,,Cleveland Cavaliers,Charlotte Hornets
Wed Mar 28 2018,10:30 PM,Dallas Mavericks,,Los Angeles Lakers,,,,,,,Dallas Mavericks,Los Angeles Lakers
Wed Mar 28 2018,8:00 PM,Portland Trail Blazers,,Memphis Grizzlies,,,,,,,Portland Trail Blazers,Memphis Grizzlies
Wed Mar 28 2018,8:00 PM,Atlanta Hawks,,Minnesota Timberwolves,,,,,,,Atlanta Hawks,Minnesota Timberwolves
Wed Mar 28 2018,7:00 PM,Brooklyn Nets,,Orlando Magic,,,,,,,Brooklyn Nets,Orlando Magic
Wed Mar 28 2018,7:00 PM,New York Knicks,,Philadelphia 76ers,,,,,,,New York Knicks,Philadelphia 76ers
Wed Mar 28 2018,10:00 PM,Los Angeles Clippers,,Phoenix Suns,,,,,,,Los Angeles Clippers,Phoenix Suns
Wed Mar 28 2018,9:30 PM,Boston Celtics,,Utah Jazz,,,,,,,Boston Celtics,Utah Jazz
Thu Mar 29 2018,7:00 PM,Washington Wizards,,Detroit Pistons,,,,,,,Washington Wizards,Detroit Pistons
Thu Mar 29 2018,10:30 PM,Milwaukee Bucks,,Golden State Warriors,,,,,,,Milwaukee Bucks,Golden State Warriors
Thu Mar 29 2018,7:30 PM,Chicago Bulls,,Miami Heat,,,,,,,Chicago Bulls,Miami Heat
Thu Mar 29 2018,10:00 PM,Indiana Pacers,,Sacramento Kings,,,,,,,Indiana Pacers,Sacramento Kings
Thu Mar 29 2018,8:00 PM,Oklahoma City Thunder,,San Antonio Spurs,,,,,,,Oklahoma City Thunder,San Antonio Spurs
Fri Mar 30 2018,7:30 PM,Philadelphia 76ers,,Atlanta Hawks,,,,,,,Philadelphia 76ers,Atlanta Hawks
Fri Mar 30 2018,8:00 PM,New Orleans Pelicans,,Cleveland Cavaliers,,,,,,,New Orleans Pelicans,Cleveland Cavaliers
Fri Mar 30 2018,8:30 PM,Minnesota Timberwolves,,Dallas Mavericks,,,,,,,Minnesota Timberwolves,Dallas Mavericks
Fri Mar 30 2018,8:00 PM,Phoenix Suns,,Houston Rockets,,,,,,,Phoenix Suns,Houston Rockets
Fri Mar 30 2018,10:30 PM,Milwaukee Bucks,,Los Angeles Lakers,,,,,,,Milwaukee Bucks,Los Angeles Lakers
Fri Mar 30 2018,8:00 PM,Denver Nuggets,,Oklahoma City Thunder,,,,,,,Denver Nuggets,Oklahoma City Thunder
Fri Mar 30 2018,7:00 PM,Chicago Bulls,,Orlando Magic,,,,,,,Chicago Bulls,Orlando Magic
Fri Mar 30 2018,10:30 PM,Los Angeles Clippers,,Portland Trail Blazers,,,,,,,Los Angeles Clippers,Portland Trail Blazers
Fri Mar 30 2018,9:00 PM,Memphis Grizzlies,,Utah Jazz,,,,,,,Memphis Grizzlies,Utah Jazz
Sat Mar 31 2018,7:30 PM,Toronto Raptors,,Boston Celtics,,,,,,,Toronto Raptors,Boston Celtics
Sat Mar 31 2018,8:00 PM,Brooklyn Nets,,Miami Heat,,,,,,,Brooklyn Nets,Miami Heat
Sat Mar 31 2018,5:00 PM,Detroit Pistons,,New York Knicks,,,,,,,Detroit Pistons,New York Knicks
Sat Mar 31 2018,10:00 PM,Golden State Warriors,,Sacramento Kings,,,,,,,Golden State Warriors,Sacramento Kings
Sat Mar 31 2018,3:00 PM,Charlotte Hornets,,Washington Wizards,,,,,,,Charlotte Hornets,Washington Wizards
Sun Apr 1 2018,6:00 PM,Orlando Magic,,Atlanta Hawks,,,,,,,Orlando Magic,Atlanta Hawks
Sun Apr 1 2018,6:00 PM,Detroit Pistons,,Brooklyn Nets,,,,,,,Detroit Pistons,Brooklyn Nets
Sun Apr 1 2018,3:30 PM,Washington Wizards,,Chicago Bulls,,,,,,,Washington Wizards,Chicago Bulls
Sun Apr 1 2018,1:00 PM,Philadelphia 76ers,,Charlotte Hornets,,,,,,,Philadelphia 76ers,Charlotte Hornets
Sun Apr 1 2018,6:00 PM,Dallas Mavericks,,Cleveland Cavaliers,,,,,,,Dallas Mavericks,Cleveland Cavaliers
Sun Apr 1 2018,8:00 PM,Milwaukee Bucks,,Denver Nuggets,,,,,,,Milwaukee Bucks,Denver Nuggets
Sun Apr 1 2018,8:30 PM,Phoenix Suns,,Golden State Warriors,,,,,,,Phoenix Suns,Golden State Warriors
Sun Apr 1 2018,3:30 PM,Indiana Pacers,,Los Angeles Clippers,,,,,,,Indiana Pacers,Los Angeles Clippers
Sun Apr 1 2018,9:30 PM,Sacramento Kings,,Los Angeles Lakers,,,,,,,Sacramento Kings,Los Angeles Lakers
Sun Apr 1 2018,7:00 PM,Utah Jazz,,Minnesota Timberwolves,,,,,,,Utah Jazz,Minnesota Timberwolves
